,product,topic,review_count,topic_coherence,top_words,best_review,best_review_fit,top_bigrams_pmi,top_bigrams_freq,top_trigrams_pmi,top_trigrams_freq
6,B0013A0QXC,6,20,0.4799223172735365,"['GOODREVIEW', 'make', 'get', 'morning', 'cup', 'love', 'taste', 'maker', 'favorite', 'rich']",i love getting my pods via amazon through the club plan.  this saves me money and i get to drink my favorite coffee every morning.  this coffee tastes wonderful and also foams which makes it look elegant.,0.92363614,"['bold flavor', 'look forward', 'strong flavorful', '... .just', '... aah', 'hawaii ...', 'slowly ...', 'best tasting', 'makes me', 'pods amazon']","['this is', '! !', 'i love', 'senseo coffee', '! this', 'my coffee', 'this coffee', '. love']","['hawaii ... .just', 'sipping slowly ...', '... .just look', 'look forward to', '... ... aah', 'slowly ... ...', 'in hawaii ...', 'price too !', '! these are', 'cream in cup']","['. i love', 'this coffee is', '! ! !', 'is the best', '! ! these', '! coffee is', '! this coffee', '. senseo coffee']"
7,B0013A0QXC,7,1,0.47869783815676115,"['tasty', 'see', 'house', 'matter', 'husband', 'fact', 'corporate', 'cleanup', 'fix', 'discontinue']","after i married my husband (for 23 years), i have been drinking maxwell house in hong kong, tokyo, singapore and then u.s. my husband has been talking about how great it is. i do not care until i try it. i cannot go back to maxwell house.",0.48222616,"['maxwell house', 'my husband', 'it .', 'i not', '. i']","['it .', 'maxwell house', 'my husband']","['. i not', 'it . i']",[]
8,B0013A0QXC,8,175,0.39405017605606674,"['GOODREVIEW', 'BADREVIEW', 'amazon', 'price', 'find', 'store', 'order', 'buy', 'year', 'machine']","i love the sumatra, but since this product just keeps getting more and more expensive everywhere, the best price i found was on amazon. and it was a really good price at that.  they shipped the first box of 6 packs and ups broke the box, and put 4 packs in a ups box and shipped that to me...3 of which were broken open inside that box.  i took a picture of how they tried to sneakily (is that a word?) ship only 4 packs to me.  it was sooo obvious.  i called amazon and they reshipped a new box of 6packs immediately.  great customer service!",0.9843255999999999,"['1euro= 1.30', 'euro 1euro=', 'douwe egberts', 'dropping euro', 'plastic waste', 'post office', 'fully sealed', 'worry running', 'automatic shipments', 'sara lee']","['it is', 'i have', 'the coffee', ', i', 'coffee .', '. the', 'senseo coffee', 'the .']","['dropping euro 1euro=', '... .guess everyone', 'coupon target prints', 'needs urgently review', 'urgently review its', 'because dropping euro', 'reassessed because dropping', 'current september 2010', 'target dropped its', 'worry about running']","['. it is', '. i am', 'senseo coffee pods', 'the dark roast', '. i the', '. i love', 'coffee . i', 'i have been']"
9,B0013A0QXC,9,0,0.29438515676017263,"['BADREVIEW', 'dark', 'relaxed', 'lip', 'energize', 'aah', 'slowly', 'morning', 'account', 'sale']",none,,[],[],[],[]
10,B0013A0QXC,10,1,0.2926067416107868,"['pad', 'choose', 'colombian', 'variety', 'watery', 'finish', 'rate', 'egbert', 'french', 'seller']","i do not drink coffee. but my wife, who is accustomed to drinking peet's french roast, tells me this product is very good.",0.33664948,[],[],[],[]
0,B000NMJWZO,0,0,0.7452567775668988,"['say', 'bit', 'add', 'flour', 'let', 'enjoy', 'mixed', 'complaint', 'overpower', 'pure']",none,,[],[],[],[]
1,B000NMJWZO,1,24,0.6770548495376398,"['GOODREVIEW', 'BADREVIEW', 'bag', 'bake', 'try', 'one', 'even', 'cooky', 'anything', 'best']",this is the best pancake mix for those who are on a gluten free diet.,0.82220715,"['xanthan gum', 'no further', 'chocolate chip', 'yum yum', 'chip cookies', 'anyone who', 'by far', 'other gluten-free', 'your will', 'anything else']","['gluten free', 'this is', 'this mix', '. have', 'the best', 'have tried', ""pamela 's"", 'it is']","['chocolate chip cookies', 'other gluten-free mixes', 'by far best', '! my boyfriend', 'can not imagine', 'my has celiac', 'with other gluten-free', 'all my friends', 'is yum yum', 'add is yum']","['. i tried', 'i have tried', 'this is the', '. have tried', '. if you', '. it is', 'gluten free mix', 'is the best']"
2,B000NMJWZO,2,518,0.6331286507393861,"['GOODREVIEW', 'BADREVIEW', 'use', 'pamela', 'recipe', 'good', 'great', 'love', 'flour', 'try']","when i first found out a few months ago that i have celiacs, i thought i would never be making some of my favorite baked recipes again. i bought a couple of bags of gluten free flours and found them gritty and not to my liking.   i then did a lot of research by reading other peoples reviews of products and found pamela's baking and pancake mix had rave reviews. to my delight, i have made several of my own recipes with great results. i made these desserts for our 4th of july party and nobody knew they were gluten free. i had to tell my sister and my grown son (also recently diagnosed with celiacs) that they could also indulge in these tasty treats. i am looking forward to trying more of my longtime treasured recipes. i would also like to thank amazon for the great price on these items. i priced one 4 lb. bag at my local health food store and was shocked to see the 26 dollar price tag.",0.9902308000000001,"['betty crocker', 'grainless aluminum-free', 'lodge logic', 'room temp', 'agave nectar', 'fall apart', 'firm surface', 'onion rings', 'apple crisp', ""dug 'em""]","[""pamela 's"", 'gluten free', ', and', 'this mix', '! !', 'this is', ', ,', 'it is']","['lodge logic griddle', 'concocted $ mixtures', 'potato starch grainless', 'bob red mill', 'cultured buttermilk natural', 'grainless & aluminum-free', 'soda sea salt', 'natural almond meal', 'tapioca starch sweet', 'dairy tree nuts']","['. this is', '. it is', ""pamela 's baking"", 'is the best', 'gluten free .', "". pamela 's"", 'this is the', 'i have tried']"
3,B000NMJWZO,3,0,0.5990594929422536,"['something', 'often', 'probably', 'eater', 'strange', 'pre', 'worry', 'different', 'fantastic', 'old']",none,,[],[],[],[]
4,B000NMJWZO,4,0,0.5461415003641431,"['idea', 'donut', 'hole', 'fair', 'sauce', 'finally', 'intolerent', 'godsend', 'refrigerate', 'recreate']",none,,[],[],[],[]
5,B000NMJWZO,5,0,0.534464333618243,"['version', 'big', 'maple', 'figure', 'allergy', 'pancakes', 'saver', 'real', 'syrup', 'crepe']",none,,[],[],[],[]
6,B000NMJWZO,6,0,0.48756619008424257,"['overall', 'f', 'apple', 'ok', 'sort', 'subscription', 'eliminate', 'care', 'fact', 'paper']",none,,[],[],[],[]
7,B000NMJWZO,7,0,0.3561336877468095,"['beat', 'allow', 'sign', 'cant', 'dig', 'system', 'test', 'rye', 'barley', 'em']",none,,[],[],[],[]
8,B000NMJWZO,8,0,0.34018218333762423,"['pamela', 'gum', 'xanthan', 'baking', 'nearly', 'discount', 'scone', 'important', 'average', 'imagine']",none,,[],[],[],[]
0,B000KV61FC,0,46,0.6500240339062822,"['rope', 'BADREVIEW', 'bottle', 'GOODREVIEW', 'rubber', 'treat', 'chew', 'chewer', 'ball', 'tug']","i worked with my dogs on this toy for several days. using it as an interactive toy we played tug, and the rubber stopper became wedged tightly so that it sealed the hole, trapping the kibble inside. the goodies inside would only fall out when the rubber stopper and straw was in a very specific position, and the straw-like piece had grabbed the treat and pulled it through the hole, and the bottle had to be upside down. this was something that my dogs could not possibly do with their mouth, tongue, and feet. they would pick it up by the rubbery end, sniffing and chewing at the rubbery purple parts, making it impossible to use gravity to allow the tiny treats to fall out, let alone accomplish the amazing ""straw grabber"" feat described above. of course with no reward the motivation waned. even my highly intelligent dog got frustrated and then became indifferent. after i had left the room for 10 minutes, my other dog had chewed up the purple rubber stopper and straw, and transformed the already useless toy into just a bottle with a small hole and no rubber stopper. do not waste your money. i am not impressed with the other two toys (by this maker) that i bought: busy bouncy bone, and busy bristle bone. (see my other reviews)",0.9926822,"['upside down', ': 1:01', ': 1:06', 'length :', '60 lb', 'border collie', 'busy bone', 'couple days', 'goodies inside', 'tennis inside']","['the bottle', 'the .', 'the treats', ', and', '. the', 'of the', 'to the', 'it is']","['length : 1:01', 'length : 1:06', ': 1:01 mins', ': 1:06 mins', 'mix length :', 'length : :', 'tennis ball inside', ': : mins', 'old border collie', 'within an hour']","['get the treats', 'get the out', 'get treats out', 'to the treats', 'it . i', 'to get treats', 'the bottle .', 'the of the']"
1,B000KV61FC,1,7,0.6202969348504188,"['GOODREVIEW', 'work', 'rope', 'BADREVIEW', 'really', 'chew', 'great', 'treat', 'day', 'play']","my dog really enjoyed this. she spent hours trying to get the treats out. but in the first 10 minutes she chewed the plastic 'rope' in half out of frustration. so now the toy does not work as intended, but still i put her dog food in there since i know she will be able to get it out pretty easily, it will just take more work than the bowl. this is a really great toy, just wish the rope would have lasted a day. so be sure to supervise play before you leave your dog with this one.",0.9799995000000001,"['dogs love', 'get treats', 'my dogs', 'my love', 'to get', 'food in', 'she chewed', 'great toy', 'a great', 'have a']","['to get', 'to the', ', it', '. but', '. i', '. is', '. my', '. this']","['my dogs love', 'to get treats', 'get the treats', 'a great toy', 'great toy ,', 'to the treats', 'she chewed the', 'to get the', 'chewed the rope', 'get the out']","['. is a', 'a great toy', 'chewed the rope', 'get the out', 'get the treats', 'great toy ,', 'my dogs love', 'she chewed the']"
2,B000KV61FC,2,0,0.5979755241642694,"['fairly', 'brand', 'gulp', 'local', 'write', 'share', 'ingest', 'anxiety', 'effectively', 'doggy']",none,,[],[],[],[]
3,B000KV61FC,3,0,0.5943770999060034,"['concept', 'outside', 'corgi', 'cotton', 'rescue', 'shepherd', 'sign', 'shelter', 'absolutely', 'four']",none,,[],[],[],[]
4,B000KV61FC,4,415,0.5543460422732283,"['GOODREVIEW', 'BADREVIEW', 'treat', 'food', 'jug', 'keep', 'one', 'love', 'would', 'kibble']","i have been searching for some good toys for my little pup.  after him beating up some of his stuffed animals, i knew i needed to provide something more durable and safe.  i came across this while searching for dog toys, and loved the idea that it is not only a toy, but a reward/education system.  after filling it with some of his favorite treats (cheerios), i put it on the ground and awaited his reaction.  he was a bit confused at first, but after pushing it and dragging it i think he finally realized how the toy will reward him with play.  took him a solid hour to go through a handful of treats, and he seemed very engaged.  did not even notice me cooking in the kitchen (he usually follows and stares and waits for food to fall).",0.9869558,"['[ ]', 'ball-like bulge', 'st. bernard', 'ping pong', 'nubby football', 'separation anxiety', 'basset hound', 'cream cheese', 'fully dries', 'teeth marks']","['to the', 'the rope', 'this toy', ', but', 'it .', '. the', 'to get', ', and']","['..uuummm ... .yet', 'ping pong balls', '[ ... ]', '? ? [', 'length : 0:19', 'length : 0:29', 'length : 0:37', 'length : 0:48', 'length : 1:55', 'length : 2:01']","['. i have', 'get the out', 'the treats out', 'get the treats', 'to the treats', 'the of the', 'it is a', 'to get treats']"
5,B000KV61FC,5,0,0.5294187624391956,"['everyone', 'annoy', 'wheaten', 'job', 'n', 'fragile', 'squirrel', 'despite', 'purpose', 'taj']",none,,[],[],[],[]
6,B000KV61FC,6,88,0.38594032747631235,"['BADREVIEW', 'GOODREVIEW', 'make', 'bottom', 'plastic', 'break', 'floor', 'hard', 'old', 'rope']","i was so excited to get this toy for my 7 month old yellow lab.  when it arrived i filled it with kibble and soon discovered that this is the worst toy ever. it is loud and dangerous. the jug is a hard plastic that when swung around can easily bruise you and your dog and break everything in the house. in addition, because i have hard wood floors, the loud bang of the hard plastic against the floor was unbearable.  lastly, in the two days i allowed her to play with it, the rope became frayed and i kept finding pieces of string in her mouth.  i definitely do not recommend this item.",0.9854821,"['peanut butter', 'rubbery stuff', '4 stars', 'adjust difficulty', 'blocks hole', 'dishwasher safe', 'golden retriever', 'jaws steel', 'siberian husky', 'side let']","['this toy', 'the .', 'the rope', '. my', '. the', 'to the', 'and it', 'it is']","['giving 4 stars', 'route canal !', 'inserting tennis ball', 'old golden retriever', 'made hardier material', '& & over', '& over &', 'over & &', 'over & over', 'jaws of steel']","['. it is', '. my dog', 'get the out', 'the of the', 'this toy ,', '. i have', '. i this', '. i was']"
7,B000KV61FC,7,0,0.3612363554487151,"['five', 'main', 'smell', 'shred', 'show', 'sorry', 'dachshund', 'short', 'indestructible', 'tear']",none,,[],[],[],[]
8,B000KV61FC,8,0,0.3530758009367992,"['tennis', 'stay', 'spaniel', 'con', 'ok', 'st', 'spin', 'trouble', 'waggle', 'pup']",none,,[],[],[],[]
9,B000KV61FC,9,0,0.29765562185031824,"['kongs', 'morning', 'case', 'golf', 'max', 'russell', 'jack', 'period', 'method', 'appear']",none,,[],[],[],[]
0,B001EO5Q64,0,0,0.6927883779670897,"['box', 'plastic', 'pack', 'container', 'ounce', 'raw', 'seal', 'c', 'cheap', 'call']",none,,[],[],[],[]
1,B001EO5Q64,1,0,0.6631943470064694,"['magnesium', 'doctor', 'kid', 'per', 'tree', 'sooo', 'co', 'everywhere', 'process', 'catalyst']",none,,[],[],[],[]
2,B001EO5Q64,2,0,0.6121164308009007,"['everyone', 'truly', 'makeup', 'shave', 'pet', 'eye', 'web', 'measure', 'lend', 'remover']",none,,[],[],[],[]
3,B001EO5Q64,3,0,0.5921580396462983,"['fat', 'saturate', 'BADREVIEW', 'saturated', 'chain', 'risk', 'disease', 'medium', 'wart', 'study']",none,,[],[],[],[]
4,B001EO5Q64,4,1,0.5799202310682722,"['pre', 'shampoo', 'disappoint', 'afterwards', 'acne', 'magic', 'non', 'louana', 'jump', 'run']",this product is like magic. i used it as a pre-shampoo step and it made my hair stronger and i noticed less to none hair shedding when rinsing and shampooing afterwards.,0.5090464,[],[],[],[]
5,B001EO5Q64,5,0,0.44593273224097896,"['side', 'quantity', 'pour', 'special', 'leg', 'discover', 'seborrheic', 'dermatitis', 'barlean', 'tradition']",none,,[],[],[],[]
6,B001EO5Q64,6,1,0.42744341418064613,"['return', 'send', 'wear', 'yum', 'disappointed', 'remember', 'appear', 'essence', 'nutritional', 'delivery']","this is the absolute finest oil for baking...also great on the skin. bye-bye, canola oil and genetically modified oils! put me on automatic delivery !",0.50907004,[],[],[],[]
7,B001EO5Q64,7,565,0.39014953214835546,"['GOODREVIEW', 'BADREVIEW', 'hair', 'smell', 'one', 'cook', 'try', 'well', 'flavor', 'make']","edit:  added a second part. =============================================== original post i use this with the whirleypop, which i am expecting to break any minute, but that aside, this makes near perfect popcorn.  the coconut taste is a little bit stronger than what you would find in movie theatres but overall a bit bland (which is not a bad thing).  i frankly prefer that than trading the health benefits for overly processed oil.  that and while i love coconut trading the near tasteless flavor of the oil for a strong coconut flavor would reduce it is versatility in cooking.  so when you salt this lightly with popcorn it stands on its own.  but i season mine with kernel's seasons, splenda, sugar, some salty butter flavoring along with melted nutiva, mixed then drizzled on top.  in short, it is one step short of heaven and the switch from canola is immediate and amazing.  i honestly cannot stop eating it and it is rather healthy in comparison to movie theatre popcorn as i use far less and still has a very similar oil fragrance and taste.  yes i still treat it like an oil and use about 2.5 to 3 tablespoons for a 1/3 cup of unpopped corn.  on that note, while i applaud the brave reviewers out there who put this on their hair, and eat it religiously daily this is still an oil.  perhaps a high quality one and one i may put on my split ends one day, but to me this is a yummy cooking oil you use in moderation.  it also is a tad expensive (hence subbing a star) and again i do find it too bland to use alone on toasted bread (perhaps it has to be toasted together in the toaster oven) but the quality and convenience is really good.  so if you happen to use it in other ways, good on you but i am happy with using it sparingly, and simply for popcorn.  it seems much more useful to me than using it as the latest and greatest in health fads today.  especially because oil, even when healthy, contributes a hefty amount of calories and fat to your diet.  ========================================================== note about the coconut oil hype  seems like a few people are very into the hype, so much so that if you do not write an overly glorifying review of coconut oil something is wrong with you.  i am not a believer in only scientific studies and if that were the case i would not care for reviews by buyers from amazon.  and frankly i love you reviwers as you save me time and money.  however i do have a limit on what i hear from the internet.  and whenever there is the word ""miracle"" attached to something in the title i use a heavy amount of skepticism.  and many people believe coconut and coconut oil is a ""miracle"".  sorry folks it is not.  i do realize all the benefits of coconut water by the way. coconut water is extremely healthy and even used as in emergencies to substitute for human blood, but even so i would hesitate to call coconut water a ""miracle"" as drinking it alone is not a cure for aids, cancer, etc. as suggested by some. that, to me would constitute a true miracle. and if it were true, coconuts would have been discovered a long time ago as a cure for aids/cancer, etc.  coconut water is undoubtedly good for you and i love coconuts as a whole but do use some discretion when eating oil.  to me, if you are thin, eating fat is not so much an issue when the fat is healthier and you probably need some caloric substance. extra virgin coconut oil, while still being researched, comes from a coconut and thusly is inherently healthy to some degree. however, if you are already overweight, then eating 3 tablespoons of oil, any oil, on top of what you eat amounts to 390+ calories extra which means you gain a pound in only 10 days.  it is very easy to overeat oil and that said i would really hesitate to overuse coconut oil or any oil without extensive studies.  so those reading what i wrote, as of march 3rd, 2011 coconut oil is still being heavily studied.  just google it if the following links do not show. [...]if you are on the fence, do not consider it (or anything for that matter) a miracle until long term studies are done.  if it is oil, keep in mind moderation is always the key.  do not buy the hype to eat 3 tablespoons a day if you are already overweight.",0.99770886,"['ohhh la', 'amish country', 'eden organics', 'professionals knock', 'youtube videos', '65 fahrenheit', 'antifungal antibacterial', 'bug bites', 'business practice', 'candida overgrowth']","['it is', '. it', 'i have', ', i', ', and', 'i it', 'i use', 'use it']","['combine eden organics', 'grilled cheese sandwiches', 'sample packs yellow', 'packs yellow gunk', '65 degrees fahrenheit', ': 9:15 mins', 'eye makeup remover', 'professionals still knock', 'shows medium chain', '30 minute meals']","['i use it', '. i use', '. it is', '. i it', '. this is', 'coconut oil .', 'coconut oil i', '. use it']"
0,B0026RQTGE,0,107,0.663505014133324,"['BADREVIEW', 'GOODREVIEW', 'greenies', 'chew', 'buy', 'treat', 'box', 'size', 'make', 'give']","i expected to recieve a box of greenies, which is why i ordered this.  i thought that it would be a nice and neat way to store them.  instead what i recieved was a bubble bag full of individually wrapped greenies.  not neat and easily stored at all.  the picture of this item shows a box, but i did not recieve a box of greenies.  i wish i would have just ordered the bag of greenies, with the ziploc top, at least that is easily stored.  my dog also has a sensitive stomach and food allergies, even though greenies do not have corn in them he still pukes them up and does not seem interested in them when i try to give him one.  my larger dog has the bigger size and he likes them just fine, so i guess it just depends on your dog.  my main complain about this purchase was that i did not recieve the box of greenies that is described.  maybe they ran out and just threw 45 individually wrapped greenies in a bubble mailer, either way, that was disappointing.",0.99070793,"['bowel movements', 'e. antic', 'timely manner', 'individually wrapped', 'zip-lock pouch', 'black lab', 'choking hazard', 'italian greyhound', 'rat terrier', 'buyer beware']","['i have', ', but', 'my dog', '. my', 'they are', '. the', 'the greenies', 'the .']","['plenty water available', 'go nuts over', 'became very sick', 'gone through many', 'in timely manner', 'through many boxes', 'bowel movements are', '-- -- sorry', '`` authorized vendor', 'ask your vet']","[', but i', '. i am', 'them . i', '. i not', '. i the', 'i am not', 'i do not', '. do not']"
1,B0026RQTGE,1,0,0.6575915393575176,"['need', 'recommended', 'buildup', 'mail', 'door', 'short', 'period', 'gobble', 'reasonable', 'drive']",none,,[],[],[],[]
2,B0026RQTGE,2,515,0.5642353222834292,"['GOODREVIEW', 'BADREVIEW', 'greenies', 'teeth', 'get', 'treat', 'one', 'great', 'price', 'breath']","i bought these for my 9 yr old dog because the vet said she had stage 4 dental disease, and we really could not afford the $300+ price of teeth cleaning for her. i decided to give her one greenie everyday and see if it improved her teeth and gums. i have been giving her one a day for almost two months and her back teeth look so much better! i am very happy with this little experiment and she is too. she reminds me every night when it is time for her greenie treat. she still has a slight issue with one of her front teeth, but i think it is because she mainly chews the greenies on her back teeth. such a great item. much cheaper on amazon than at the pet store.",0.98790145,"['[ asin', 'dashchund minpin', 'king charles', 'leaves screen', 'linda turner', 'notoriously finicky', 'peanut butter', 'timely manner', 'mail lady', 'jack russell']","['my dog', 'i have', 'they are', '! !', '. they', 'them .', ', i', '. the']","['leaves screen open', 'lives nearly thirteen', 'leaves screen door', '[ asin :', 'pay twenty dollars', 'leaves door open', 'screen door open', 'weighs 15 pounds', 'everything went smoothly', 'much linda turner']","['! ! !', 'my dog loves', '. my dogs', '. they are', 'i do not', '. my loves', 'my dogs love', '. this is']"
3,B0026RQTGE,3,1,0.4174102479003355,"['order', 'low', 'petco', 'vendor', 'cost', 'definitely', 'trouble', 'continue', 'easy', 'toothpaste']",my dog loooves these treats. he is a 50 lb rhodesian ridgeback mutt and devours these! i am not sure about the dental impact yet as he is only had them for 2 weeks or so. but this combined with toothpaste would be more effective.,0.5805100000000001,['he is'],[],[],[]
4,B0026RQTGE,4,5,0.37699212007318655,"['BADREVIEW', 'review', 'pet', 'cause', 'regular', 'say', 'meal', 'care', 'purchase', 'someone']","son excelentes, les encantan a mis perritos y le mantienen el aliento fresco. llegaron a tiempo y en perfecto estado. estoy satisfecha con el producto y el envio.",0.9652748,"[""'s esophagus"", '[ ]', 'dry canned', 'esophagus intestine', 'kill pets', '... ]', '[ ...', ""'s or"", ': at', 'esophagus or']","['. the', 'it is', "", ''"", ', ,', ', i', '. ``', '. i', '. it']","[""'s esophagus intestine"", '[ ... ]', ""'s esophagus or"", ""'s or intestine"", 'esophagus or intestine', 'will kill pets', ""'' [ ]"", ""'' ... ]"", ""'' [ ..."", ': `` at']","[""'' [ ..."", ""'' [ ]"", ""'' the directions"", ""'s esophagus intestine"", ""'s esophagus or"", ""'s or intestine"", ', , and', ', and the']"
5,B0026RQTGE,5,2,0.3763475017726616,"['happy', 'poop', 'nut', 'coat', 'dollar', 'pom', 'rescue', 'exact', 'delicious', 'full']","""i love them""    - winston the dog  ""these are delicious""    - suzi the dog  ""feh....not a reasonable substitute for tunafish""    - peke the cat",0.6256706999999999,"[""'' -"", '- the', 'dog ``', 'the ``', 'the dog']","['dog ``', 'the ``', 'the dog']","[""'' - the"", '- the dog', 'the dog ``']",['the dog ``']
