,product,topic,as_main_topic,as_primary_subtopic,as_secondary_subtopic,topic_coherence,top_words,best_review,best_review_fit,top_bigrams_pmi,top_bigrams_freq,top_trigrams_pmi,top_trigrams_freq
0,B0013A0QXC,0,0,1,7,0.5827326879251282,"['sip', 'ground', 'must', 'hand', 'expect', 'add', 'comparison', 'model', 'quality', 'light']","i have been a senceo coffee fan for quite a few years and have loved the rich taste, aroma and flavor of the ""senceo"" brand coffees. lately the pods i have received are covered with coffee grounds and invariably each pack of pods has 1 or 2 pods that have separated enough to allow the grounds to leak out. the orifice through which the coffee passes as it is brewed becomes clogged with these grounds and your cup is empty at the end of the brewing cycle. the vacuum that is created during the brewing does not allow you to open the machine until the pressure subsides. the pods must then be removed once the pressure releases and the pod retainer must be removed and cleaned. ""i must have the cleanest pod retainer because i am cleaning it after having tried to brew every cup of coffee lately"". it seams that the quality control needs some attention! i will continue to use ""senceo"" brands of coffee because there really is no better pod coffee available. i have tried them all. they either do not fit in the pod retainer or the quality of the coffee is suspect! i would love to know when the delux coffee maker will again be offered, i loved the ability to use a taller coffee cup with the adjustable coffee spout.",0.550619900226593,"['must remove', 'senceo brand', 'pack pod', 'pod separate', 'must clean', 'pressure pod', 'pod retainer', 'brand coffee', 'coffee lately', 'senceo coffee']","['brand coffee', 'coffee lately', 'cup coffee', 'must clean', 'must remove', 'pack pod', 'pod must', 'pod separate']","['invariably pack pod', 'pack pod separate', 'pod separate enough', 'pod must remove', 'senceo brand coffee']","['pod must remove', 'pod separate enough', 'senceo brand coffee']"
1,B0013A0QXC,1,0,0,17,0.5768866316556065,"['u', 'list', 'completely', 'walmart', 'barely', 'serve', 'melitta', 'date', 'maxwell', 'talk']",none,,[],[],[],[]
2,B0013A0QXC,2,1,13,11,0.5646262930080967,"['VGOODREVIEW', 'get', 'love', 'GOODREVIEW', 'morning', 'make', 'look', 'wonderful', 'drink', 'favorite']",love! love! love! this coffee is the best! i love getting it right to my house! it is the only coffee i can drink... absolutely wonderful!,0.7257380485534668,"['douwe egbert', 'wonderful flavor', 'make cup', 'pod excellent', 'senseo machine', 'pod make', 'senseo pod', 'coffee ever', 'coffee shop', 'pod get']","['senseo coffee', 'coffee love', 'coffee pod', 'senseo pod', 'coffee make', 'great coffee', 'love love', 'pod make']","['pod make cup', 'senseo pod make', 'love senseo pod', 'love coffee best', 'coffee pod make', 'senseo coffee make', 'senseo coffee pod', 'coffee love get', 'love senseo coffee', 'coffee love senseo']","['love senseo pod', 'senseo coffee pod', 'coffee love get', 'coffee love senseo', 'coffee pod make', 'love coffee best', 'love coffee pod', 'pod make cup']"
3,B0013A0QXC,3,0,2,3,0.5635711079559573,"['also', 'every', 'money', 'plan', 'save', 'brewer', 'around', 'three', 'subscription', 'throw']",i have this set up to automatically order every three months.  it is convenient and easy.,0.4636362195014954,"['cup coffee', 'senseo coffee', 'coffee day']",['senseo coffee'],[],[]
4,B0013A0QXC,4,1,3,6,0.46736885565686137,"['VGOODREVIEW', 'BADREVIEW', 'make', 'rich', 'morning', 'maker', 'dark', 'froth', 'cream', 'relaxed']","dark rich coffee between your lips, sipping slowly..................aah! my senseo coffee in my senseo coffee maker , frothing the cream in the cup makes me so relaxed, but energized in the morning!",0.8944435119628906,"['dark roast', 'maker heat', 'buy senseo', 'love coffee', 'coffee maker', 'senseo maker', 'senseo coffee', 'coffee senseo']","['buy senseo', 'coffee senseo', 'dark roast', 'love coffee', 'maker heat', 'senseo maker']","['coffee maker heat', 'senseo coffee maker', 'coffee senseo coffee']",['senseo coffee maker']
5,B0013A0QXC,5,0,8,0,0.4149421997296348,"['blend', 'kona', 'star', 'would', 'offer', 'columbian', 'drinker', 'tasting', 'contain', 'give']","while i like the taste of the blend i received this time, i would be happier if senseo offered a generic bean, such as columbian supremo instead of an unidentifiable blend. by offering a blend, senseo can change the mix to reflect their current costs for the various columbian beans. the next time i purchase this, if i do, it could have an entirely differant taste.",0.6503843069076538,"['four star', 'star rating', 'kona peaberry', 'one good', 'one taste', 'blend far', 'good senseo', 'senseo pod', 'buy coffee', 'rating coffee']","['kona not', 'not taste', 'senseo pod', 'star rating', 'blend blend', 'blend far', 'blend not', 'buy coffee']","['four star rating', 'good kona peaberry', 'one good senseo', 'kona peaberry would', 'one good taste', 'one taste senseo', 'good senseo pod', 'good taste pod', 'good taste senseo', 'taste senseo pod']","['four star rating', 'good kona peaberry', 'good taste pod', 'good taste senseo', 'kona coffee blend', 'kona coffee kona', 'kona not taste', 'kona peaberry would']"
6,B0013A0QXC,6,92,181,54,0.39893677648820264,"['GOODREVIEW', 'VGOODREVIEW', 'BADREVIEW', 'flavor', 'great', 'one', 'blend', 'strong', 'best', 'dark']","senseo pods are very convenient and reasonably priced--i only wish the brew was a little more ""tasty"".  since i do not like dark-roast beans/coffee, i ordered the ""medium roast"".  much to my surprise, it is too mild for me!  this is particularly so since a pod really is only intended to make an 8 oz. cup of coffee.  my coffee maker allows me to use up to 12 oz. of water and then it is really way too mild/weak.  the senseo pods are ordered by the case, so it is going to take me a long time before i can try a stronger brew.  my recommendation is to be sure and try all the flavor options before ordering a full case of pods.",0.9826914072036744,"['egg nog', 'fair organic', 'reunion island', 'environmentally friendly', 'fair trade', 'trade organic', 'hamilton beach', 'free shipping', 'grindmaster opod', 'list helpful']","['coffee maker', 'dark roast', 'coffee pod', 'senseo pod', 'coffee not', 'coffee senseo', 'medium roast', 'coffee coffee']","['fair trade organic', 'cool keurig slow', 'pull filter tray', 'hope list helpful', 'may vary batch', 'fourth fifth one', 'day pull filter', 'sometimes batch slightly', 'least twice several', 'always supply hand']","['senseo dark roast', 'coffee maker coffee', 'coffee senseo coffee', 'senseo roast coffee', 'cup coffee maker', 'cup coffee not', 'dark roast coffee', 'senseo coffee machine']"
7,B0013A0QXC,7,66,169,74,0.34338529871588397,"['BADREVIEW', 'GOODREVIEW', 'find', 'VGOODREVIEW', 'buy', 'price', 'machine', 'store', 'order', 'dark']","i have not been happy with my order. i love this senseo coffee but cannot find the sumatra flavour in the stores. my first order was disappointing.apart from two of the bags, every bag had one pod with a tear in it making it unusable. the other two bags... one had no torn pods and the other had two torn pods. so i am averaging one unusable pod per bag which bumps up the cost of the coffee. i find this unacceptable but will see how the second order pans out as i have already received it.if i have the same problem i will cancel future orders and buy my coffee elsewhere.",0.9839255213737488,"['decker cafe', 'brick mortar', 'hamilton beach', 'wal mart', 'reassess euro', 'sara lee', 'half sugar', 'splash half', 'coupon print', 'late night']","['coffee pod', 'senseo pod', 'coffee maker', 'cup coffee', 'senseo dark', 'grocery store', 'senseo roast', 'love coffee']","['splash half sugar', 'powder splash half', 'reassess drop euro', 'reassess euro euro', 'black decker cafe', 'never brick mortar', 'wal mart target', 'drop euro euro', 'decker home cafe', 'squeeze third small']","['dark roast pod', 'dark roast coffee', 'senseo coffee maker', 'senseo roast coffee', 'local grocery store', 'love senseo coffee', 'senseo dark coffee', 'dark roast senseo']"
8,B0013A0QXC,8,0,0,3,0.32852289263213,"['button', 'receive', 'water', 'anyone', 'push', 'vary', 'late', 'huge', 'son', 'choice']",none,,[],[],[],[]
9,B0013A0QXC,9,0,3,7,0.2966284448659245,"['foam', 'club', 'espresso', 'brand', 'top', 'holder', 'process', 'result', 'bitterness', 'millstone']",senseo brand espresso is yummo... especially with the senseo coffee maker which leaves a nice foam on the top. yummo.,0.523849368095398,['coffee shop'],[],[],[]
0,B000NMJWZO,0,0,0,2,0.6502852181463379,"['fool', 'imagine', 'star', 'meat', 'autism', 'full', 'desire', 'subscription', 'anywhere', 'side']",none,,[],[],[],[]
1,B000NMJWZO,1,0,0,3,0.6364032341879933,"['big', 'deal', 'non', 'hard', 'fruit', 'coat', 'someone', 'sort', 'yr', 'shock']",none,,[],[],[],[]
2,B000NMJWZO,2,493,44,42,0.556287615926089,"['VGOODREVIEW', 'GOODREVIEW', 'BADREVIEW', 'use', 'pamela', 'recipe', 'good', 'great', 'try', 'love']","this was my first purchase of gf stuff.  well, i could not believe how great and versatile it was.  my first experiment was my banana nut bread; i used 2 cups of this mix instead of regular flour but omitted salt and baking soda (it is already in the mix).  the bread tasted great; it did not get that beautiful dome on top b/c it does not rise quite like flour...but i was in heaven to have my banana bread.  my next experiment was waffles; i dare anyone to pick it out of a line-up.  it tasted just like bisquick!  it melted in my mouth even without syrup and butter.  i also made bread in the bread machine (using the recipe online that used the baking mix instead of the bread mix).  it was good and toasted well.  i do want to try it in the oven so the loaf is not so square.  i also used this to make homemade mac & cheese; i had to mix butter and flour to make the base and used this baking mix...worked great!  i used heartland gf pasta (this stuff is great and tastes just like real pasta...you can find it online or at walmart).  i do want to try pamela's amazing bread mix for bread.  tonight, we tried  using this baking mix for chicken & dumplings.  my hubby found that mixing the baking mix with milk and microwaving it for about a minute (to make a more solid blob) made for dumplings that do not fall apart in the boiling chicken broth (make the blobs really small though so it cooks well); we cooked the dumplings for about 10 minutes.  my mil had never cooked gf, but was willing to try it for me and i was happy to eat gf dumplings!  i highly recommend this product!",0.9951121807098388,"['albuquerque thankyou', 'chi soooo', 'betty crocker', 'lodge logic', 'room temp', 'senior citizen', 'steam collect', 'agave nectar', 'criss cross', 'culture natural']","['baking mix', 'make pancake', 'mix make', 'free mix', 'bake mix', 'pamela mix', 'use mix', 'baking pancake']","['lodge logic griddle', 'negative manner search', 'potato grainless aluminum', 'yum yum debate', 'scoop dough onto', 'manner search various', 'starch grainless aluminum', 'yum debate autism', 'coat beef stew', 'potato starch grainless']","['pamela baking pancake', 'best gluten free', 'pamela pancake mix', 'gluten free diet', 'gluten free pancake', 'bisquick bisquick bisquick', 'chocolate chip cooky', 'pamela bake mix']"
3,B000NMJWZO,3,0,0,2,0.43984092055383356,"['available', 'new', 'notice', 'yum', 'shipment', 'thicken', 'web', 'world', 'crepe', 'mini']",none,,[],[],[],[]
4,B000NMJWZO,4,0,0,5,0.3470826931413532,"['butter', 'peanut', 'cup', 'oil', 'pan', 'either', 'hole', 'fat', 'thick', 'soda']",none,,[],[],[],[]
5,B000NMJWZO,5,3,2,104,0.338118052619265,"['VGOODREVIEW', 'GOODREVIEW', 'BADREVIEW', 'pamela', 'bag', 'bake', 'one', 'try', 'even', 'gum']","before i say anything, i should let you know that this is the very first pre-mixed gluten free flour i have tried. with that said, this mix makes absolutely delicious pancakes that are best enjoyed with real, pure maple syrup. in fact, i quite prefer the pancakes from this mix to those containing gluten. my only complaint is that when i bake with them, the sweet flavor of the mix can be a bit overpowering. if you adjust the amount of sugar added, this becomes less of an issue. overall, this is an excellent mix!",0.9826204776763916,"['gum surprise', 'surprise cooky', 'xanthan gum', 'gluten free', 'overall mix', 'baking mix', 'mix one', 'pancake mix', 'free mix']","['free mix', 'xanthan gum', 'gum surprise', 'mix one', 'overall mix', 'pancake mix', 'surprise cooky']","['gum surprise cooky', 'xanthan gum surprise', 'surprise cooky not', 'gluten free mix']","['surprise cooky not', 'xanthan gum surprise']"
0,B000KV61FC,0,0,0,0,0.6532049754552036,"['lol', 'mess', 'assume', 'set', 'side', 'fit', 'fragile', 'investment', 'yummy', 'encourage']",none,,[],[],[],[]
1,B000KV61FC,1,0,1,1,0.6005774021477855,"['change', 'tear', 'fairly', 'night', 'plug', 'saw', 'proof', 'ask', 'side', 'content']",nice toy but not really able to use with anything other than nibbler type treats,0.5602927207946777,[],[],[],[]
2,B000KV61FC,2,0,0,2,0.5805274493822365,"['husky', 'shake', 'hand', 'maybe', 'war', 'hit', 'beagle', 'less', 'nearly', 'gsd']",none,,[],[],[],[]
3,B000KV61FC,3,216,322,11,0.5728998457514702,"['GOODREVIEW', 'BADREVIEW', 'VGOODREVIEW', 'jug', 'bottle', 'like', 'time', 'make', 'kibble', 'use']","my dogs love this toy!  they are golden/lab mixes, so they love to play and are very food-driven.  one of them figured out how to get the treats out within a matter of minutes ... her father has not quite gotten it yet.  for him, it is still trial and error, but they both love it.  i like that it is so easy to fill; the bottom simply screws off so you have easy access for filling and cleaning.  it is easy to clean too; i have washed it in the dishwasher with no problems.  my dogs have destroyed several other treat-dispensing toys by simply chewing through the toy to get to the treats.  i have had this one for a few weeks now and it is still in good shape (only a few scratches on the surface of the jug from being bounced around my hardwood floors).  so i am pleased with how durable it is as well.",0.986111044883728,"['driveway bye', 'gon na', 'gracie annie', 'patio deck', 'helpful hint', 'nubby football', 'phone client', 'cream cheese', 'mace weapon', 'ping pong']","['get food', 'dog not', 'toy dog', 'keep busy', 'love toy', 'toy not', 'chew rope', 'dog toy']","['onto driveway bye', 'carpet fuzzies taj', 'zuke mini bakes', 'bullet proof material', 'tends dribble try', 'hound follow nose', 'moment peace work', 'ping pong ball', 'jack russell terrier', 'ping pong inside']","['get treat not', 'try get treat', 'can not get', 'great toy dog', 'not get treat', 'treat dispense toy', 'toy keep busy', 'figure get food']"
4,B000KV61FC,4,0,0,3,0.5365025733083254,"['motivate', 'look', 'snack', 'n', 'dumb', 'cheap', 'write', 'pop', 'destroyer', 'cheerio']",none,,[],[],[],[]
5,B000KV61FC,5,0,3,1,0.5136611103651404,"['lid', 'version', 'walk', 'boxer', 'new', 'knot', 'boston', 'cotton', 'sound', 'reviewer']","our dog chewed through ate the vanilla infused rope.  ropes do not show on x-rays and ultra sound.  the dog was vomiting up to 15 times a day.  day 3 - our dog could not walk any more. luckily our vet convinced us to do exploratory surgery and found the rope knot in our dog's intestines.  it is a very hard knot that will tear the intestines.  if not for this surgery, our dog would had died from the obstruction.",0.6107794642448425,"['abandon one', 'time day', 'infuse rope', 'knot intestine', 'one play', 'day dog', 'rope not']","['infuse rope', 'knot intestine', 'one play', 'rope not', 'time day']","['vomit time day', 'abandon one play', 'one play quite', 'toy abandon one', 'vanilla infuse rope', 'day dog could', 'time day dog', 'infuse rope not', 'rope not show']","['infuse rope not', 'one play quite', 'rope not show', 'time day dog', 'toy abandon one', 'vanilla infuse rope', 'vomit time day']"
6,B000KV61FC,6,0,0,7,0.4852679186706676,"['supervise', 'less', 'extremely', 'hour', 'idea', 'totally', 'thought', 'engage', 'stick', 'water']",none,,[],[],[],[]
7,B000KV61FC,7,0,0,5,0.44689668880497957,"['anything', 'unscrew', 'fast', 'eat', 'concept', 'active', 'either', 'breakfast', 'otherwise', 'rather']",none,,[],[],[],[]
8,B000KV61FC,8,0,0,0,0.4466406007493434,"['side', 'shepherd', 'annoy', 'german', 'cost', 'increase', 'taj', 'brother', 'wheaten', 'graduate']",none,,[],[],[],[]
9,B000KV61FC,9,1,12,26,0.43375357844875306,"['VGOODREVIEW', 'work', 'really', 'last', 'BADREVIEW', 'hour', 'first', 'great', 'GOODREVIEW', 'play']","my dog really enjoyed this. she spent hours trying to get the treats out. but in the first 10 minutes she chewed the plastic 'rope' in half out of frustration. so now the toy does not work as intended, but still i put her dog food in there since i know she will be able to get it out pretty easily, it will just take more work than the bowl. this is a really great toy, just wish the rope would have lasted a day. so be sure to supervise play before you leave your dog with this one.",0.9506874084472656,"['wish would', 'plastic bottle', 'really enjoy', 'spend try', 'chew rubber', 'minute chew', 'not work', 'put food', 'get bore', 'try treat']","['great toy', 'chew rubber', 'dog love', 'love toy', 'toy last', 'chew plastic', 'chew rope', 'dog chew']","['spend try get', 'first chew plastic', 'try get treat', 'get treat first', 'toy get bore']","['spend try get', 'toy get bore', 'try get treat']"
10,B000KV61FC,10,0,1,6,0.335491524366587,"['idea', 'etc', 'cap', 'pit', 'damage', 'swing', 'heavy', 'issue', 'pay', 'bull']","i bought this thinking that it was a really good idea to keep the pup busy, but upon introducing it to my boston terrier, he was a bit hesitant about approaching the toy.  i think it is the spikey round opening of the container.  plus, he is not a ""puller"" so he has not quite figured out how to get the treats out.  it is been more frustrating than fun for him thus far.  all in all, a nice idea but not an intuitive toy for dogs.",0.492297351360321,[],[],[],[]
11,B000KV61FC,11,0,0,2,0.2767237253520349,"['three', 'kongs', 'bad', 'high', 'old', 'aggressive', 'corgi', 'load', 'bottom', 'expect']",none,,[],[],[],[]
0,B001EO5Q64,0,0,0,34,0.5929223505436759,"['magnesium', 'return', 'fife', 'bruce', 'disappoint', 'purity', 'honey', 'convenient', 'expert', 'send']",none,,[],[],[],[]
1,B001EO5Q64,1,0,0,2,0.5849487673384415,"['wart', 'help', 'minute', 'often', 'side', 'intend', 'allow', 'hydrate', 'piece', 'grow']",none,,[],[],[],[]
2,B001EO5Q64,2,0,1,4,0.5690816174545509,"['whatever', 'plastic', 'opaque', 'mold', 'fine', 'bottom', 'delivery', 'lend', 'package', 'soap']","this is the absolute finest oil for baking...also great on the skin. bye-bye, canola oil and genetically modified oils! put me on automatic delivery !",0.5368084907531738,"['bye canola', 'skin bye']",[],"['great skin bye', 'skin bye canola', 'bye canola oil']",['skin bye canola']
3,B001EO5Q64,3,307,135,90,0.5238639591092272,"['GOODREVIEW', 'VGOODREVIEW', 'coconut', 'BADREVIEW', 'taste', 'good', 'great', 'like', 'love', 'try']","edit:  added a second part. =============================================== original post i use this with the whirleypop, which i am expecting to break any minute, but that aside, this makes near perfect popcorn.  the coconut taste is a little bit stronger than what you would find in movie theatres but overall a bit bland (which is not a bad thing).  i frankly prefer that than trading the health benefits for overly processed oil.  that and while i love coconut trading the near tasteless flavor of the oil for a strong coconut flavor would reduce it is versatility in cooking.  so when you salt this lightly with popcorn it stands on its own.  but i season mine with kernel's seasons, splenda, sugar, some salty butter flavoring along with melted nutiva, mixed then drizzled on top.  in short, it is one step short of heaven and the switch from canola is immediate and amazing.  i honestly cannot stop eating it and it is rather healthy in comparison to movie theatre popcorn as i use far less and still has a very similar oil fragrance and taste.  yes i still treat it like an oil and use about 2.5 to 3 tablespoons for a 1/3 cup of unpopped corn.  on that note, while i applaud the brave reviewers out there who put this on their hair, and eat it religiously daily this is still an oil.  perhaps a high quality one and one i may put on my split ends one day, but to me this is a yummy cooking oil you use in moderation.  it also is a tad expensive (hence subbing a star) and again i do find it too bland to use alone on toasted bread (perhaps it has to be toasted together in the toaster oven) but the quality and convenience is really good.  so if you happen to use it in other ways, good on you but i am happy with using it sparingly, and simply for popcorn.  it seems much more useful to me than using it as the latest and greatest in health fads today.  especially because oil, even when healthy, contributes a hefty amount of calories and fat to your diet.  ========================================================== note about the coconut oil hype  seems like a few people are very into the hype, so much so that if you do not write an overly glorifying review of coconut oil something is wrong with you.  i am not a believer in only scientific studies and if that were the case i would not care for reviews by buyers from amazon.  and frankly i love you reviwers as you save me time and money.  however i do have a limit on what i hear from the internet.  and whenever there is the word ""miracle"" attached to something in the title i use a heavy amount of skepticism.  and many people believe coconut and coconut oil is a ""miracle"".  sorry folks it is not.  i do realize all the benefits of coconut water by the way. coconut water is extremely healthy and even used as in emergencies to substitute for human blood, but even so i would hesitate to call coconut water a ""miracle"" as drinking it alone is not a cure for aids, cancer, etc. as suggested by some. that, to me would constitute a true miracle. and if it were true, coconuts would have been discovered a long time ago as a cure for aids/cancer, etc.  coconut water is undoubtedly good for you and i love coconuts as a whole but do use some discretion when eating oil.  to me, if you are thin, eating fat is not so much an issue when the fat is healthier and you probably need some caloric substance. extra virgin coconut oil, while still being researched, comes from a coconut and thusly is inherently healthy to some degree. however, if you are already overweight, then eating 3 tablespoons of oil, any oil, on top of what you eat amounts to 390+ calories extra which means you gain a pound in only 10 days.  it is very easy to overeat oil and that said i would really hesitate to overuse coconut oil or any oil without extensive studies.  so those reading what i wrote, as of march 3rd, 2011 coconut oil is still being heavily studied.  just google it if the following links do not show. [...]if you are on the fence, do not consider it (or anything for that matter) a miracle until long term studies are done.  if it is oil, keep in mind moderation is always the key.  do not buy the hype to eat 3 tablespoons a day if you are already overweight.",0.9979655146598816,"['indeed winner', 'surface scrap', 'fit bill', 'saut eacute', 'amish country', 'christmas sample', 'dr dean', 'head toe', 'mold surface', 'mounds concerned']","['oil use', 'use coconut', 'coconut flavor', 'extra virgin', 'oil not', 'coconut not', 'like coconut', 'virgin coconut']","['mold surface scrap', 'surface scrap within', 'avoid premise naturally', 'theater christmas sample', 'sample yellow gunk', 'wipe paper towel', 'steel cut oat', 'gunk combine eden', 'mounds bar concerned', 'premise naturally saturate']","['coconut oil use', 'extra virgin coconut', 'extra virgin oil', 'extra coconut oil', 'coconut oil not', 'organic extra virgin', 'love coconut oil', 'brand coconut oil']"
4,B001EO5Q64,4,0,1,27,0.4249712122624369,"['fat', 'saturate', 'BADREVIEW', 'saturated', 'disease', 'chain', 'risk', 'medium', 'book', 'study']","i wrote a review of this product detailing my own experience with this product and coconut oil in general. it generated a good discussion spanning 97 comments, however it was not very concise and i wished i had made my points more clearly. this is a rewrite of my initial review.  i purchased this product because i had heard stories in the popular media about how coconut oil contains a healthy form of saturated fat. i welcomed this news because coconut oil is a fun ingredient. it has a high smoke point, a great taste, and does not go rancid.  as a chemist, the hypothesis for why it may be healthier made sense to me. coconut oil contains medium chain saturated fats, which differ from the long chain saturated fats found in red meat. i studied lipid transport during my phd and i think it is totally possible the body does different things with these two different chemicals.  however it is also totally possible that the two types of saturated fat both increase one's risk of cardiovascular disease. to figure this out, i looked through the literature and spoke with people to see what proof there was.  what i found was that the arguments that suggest medium chain saturated fats are health appeared flawed to me. here are the arguments i have heard:  some people reference studies of island dwelling-people who eat diets rich in coconut fats. these people have low rates of heart disease. the problems with these studies are significant. first, these people often die earlier than westerners, and that is why they have lower cardiovascular disease. they have lower rates of alzheimer's disease too. this is because of the second, larger problem: there are many things about the life of an island-dwelling person that is different than that of a westerner. maybe the diet is the cause of an observed effect, maybe it is the increased exercise or different sleep pattern. you just cannot draw conclusions when so many variables have changed. islanders are just too different to use as a model.  some people trust books written about the subject like ""the coconut oil miracle"" or ""the healing miracle of coconut oil"". the problem with these books is that they are books, not studies. to prove something, you have to perform a study. to make their arguments, they often cite studies, but the studies are like the one above, typically flawed. there is not a paper published that shows medium chain saturated fats do not increase the risk of cardiovascular disease the way saturated fats do.  there have also been citations from doctors such as dr. mercola. it is best to take advice from leaders in the field, rather than doctors trying to sell a book or treatement. specifically dr. mercola has been admonished by the fda for making misleading claims:  [...] be careful who you trust.  ultimately, there is no evidence that medium chain saturated fats have different health effects than saturated fats. the most convincing argument in favor of coconut oil is that saturated fats themselves are not dangerous. there is controversy on this subject (just like with most medical subjects) but the vast majority of the data supports the idea that saturated fat increases your risk of cardiovascular disease. to support this, here are some sources.  1) harvard university school of public health published this easy guide to fats and cholesterol: [...] here they recommend that you should not decrease fat intake overall, just replace saturated fats with unsaturated, the less saturated the better. 2) the most convincing paper on this subject says this: ""based on consistent evidence from human studies, replacing saturated fat with polyunsaturated fat modestly lowers coronary heart disease risk, with ~10% risk reduction for a 5% energy substitution; whereas replacing saturated fat with carbohydrate has no benefit and replacing saturated fat with monounsaturated fat has uncertain effects. ""  to restate this, if you replace saturated fat with polysaturated fat, you will reduce your risk of heard disease. the authors say a 10% risk reduction is modest, but consider that you are most likely to die for a heart attack so a 10% risk reduction is quite welcome in my opinion. further research has shown ""the meta-analysis of the trials showed that increasing polyunsaturated fat consumption as a replacement for saturated fat reduced the risk of coronary heart disease events by 19%."" that is a huge effect. citation is here: lipids. 2010 oct;45(10):893-905. epub 2010 mar 31. saturated fat and cardiometabolic risk factors, coronary heart disease, stroke, and diabetes: a fresh look at the evidence. micha r, mozaffarian d. department of epidemiology, harvard school of public health, boston, ma 02115, usa. 3) finally here is a list of all the studies done on the subject, what you will find is that, while the topic is controversial, it is not a 50/50 toss-up. the majority of studies find saturated fat to increase the risk of cardiovascular disease. [...]  to summarize what i learned from these conversations and articles, i now know that there is no proof that medium chain saturated fats behave differently than long chain saturated fats, and i know saturated fats likely increase your risk of cardiovascular disease as much as 19%.  i decided to take the more conservative path and i sold the coconut oil i bought, hopefully to someone who plans on using it in some other way besides eating it. i hope to realize the health benefits associated with replacing saturated fats in my diet with polyunsaturated fats.",0.6151183843612671,"['dr mercola', 'harvard school', 'island dwell', 'school public', 'totally possible', 'low rate', 'cite study', 'coronary heart', 'public health', 'school health']","['chain fat', 'chain saturate', 'cardiovascular disease', 'risk disease', 'fat increase', 'fat risk', 'increase risk', 'medium chain']","['harvard school public', 'often cite study', 'school public health', 'cite study like', 'risk reduction energy', 'study like one', 'low rate disease', 'oil problem book', 'problem book not', 'coronary heart disease']","['increase risk cardiovascular', 'medium chain fat', 'medium chain saturate', 'medium saturate fat', 'risk cardiovascular disease', 'increase cardiovascular disease', 'increase risk disease', 'replace saturate fat']"
5,B001EO5Q64,5,64,59,86,0.4132627039994068,"['GOODREVIEW', 'BADREVIEW', 'VGOODREVIEW', 'hair', 'skin', 'coconut', 'well', 'jar', 'love', 'also']","i love this stuff.  there is a light coconut scent.  i use it mostly for my scalp and hair because i have dry scalp and alopecia areata.  i dig out a very small amount...about a teaspoon.  i let it melt on my fingers, rub my fingers together, and then i just massage it into my scalp.  i do this at night, and wash it off in the morning.  it makes my hair feel soft.  i like to add a drop of lemon oil, lavender, primrose and/or rosemary and massage it in with the coconut oil.  it is a great all-natural stress reliever.  i have yet to use the coconut oil in cooking, but my mom says that when she was younger she used to use it for cooking (as well as her hair).  i sometimes use it for moisturizing my skin (everything but face), but it is important to rub it in very well since this is pretty greasy.  i will continue to buy this product!",0.9892951846122742,"['boo fan', 'bruise boo', 'ohhh la', 'chafing pump', 'bug bite', 'candida overgrowth', 'subscribe save', 'head toe', 'sea salt', 'african american']","['use oil', 'also use', 'use coconut', 'oil use', 'dry skin', 'use skin', 'hair skin', 'not use']","['bruise boo fan', 'cut bruise boo', 'shave ohhh la', 'flaky foot peel', 'boo fan come', 'african american woman', 'la no razor', 'ohhh la no', 'yes would permanent', 'linger overly long']","['use hair skin', 'coconut oil great', 'oil coconut oil', 'well coconut oil', 'best coconut oil', 'coconut oil find', 'hair soft shiny', 'hot oil treatment']"
0,B0026RQTGE,0,2,8,47,0.7335947450313661,"['VBADREVIEW', 'make', 'BADREVIEW', 'greenies', 'read', 'greenie', 'pet', 'review', 'eat', 'vendor']","consumers beware of greenie products for dogs or cats. it contains a very toxic ingriedant called, menadione sodium bisulfite {msb},which is a synthetic {man made} form of vitamin k3 and causes cancer, organ damage {kidneys,lungs,liver,and mucous membranes}. it is also in almost all dry and canned pet foods. chech your ingredients on all of your pet treats and foods. this will kill your pets. check to see if bha,bht,and propylne glycol are listed in your treats and foods, both dry and canned. these will kill pets.",0.7601248025894165,"['tasty dangerous', 'authorize vendor', 'esophagus intestine', 'food kill', 'get sick', 'end day', 'label say', 'dry pet', 'kill pet', 'read review']","['authorize vendor', 'cause dog', 'dog give', 'dog greenies', 'dog however', 'dog love', 'dog owner', 'dog treat']","['tasty dangerous read', 'greenies tasty dangerous', 'treat food kill', 'food kill pet', 'make greenies tasty']","['make greenies tasty', 'tasty dangerous read', 'treat food kill']"
1,B0026RQTGE,1,0,2,11,0.47921752911382676,"['money', 'senior', 'food', 'beg', 'include', 'hardly', 'anyone', 'tzu', 'wheat', 'allergy']",our newf owen is a senior citizen now so wanted to switch him over to a treat that fit his mature lifestyle.  he loves these just as he did the regular greenies.,0.6580251455307007,[],[],[],[]
