,product,topic,as_main_topic,as_primary_subtopic,as_secondary_subtopic,topic_coherence,top_words,best_review,best_review_fit,top_bigrams_pmi,top_bigrams_freq,top_trigrams_pmi,top_trigrams_freq
5,B005K4Q34S,5,1,3,3,0.446662545228968,"['attention', 'ingredient', 'oil', 'hydrogenate', 'artificial', 'consider', 'syrup', 'espresso', 'vegetable', 'trans']","ingredient: partially hydrogenated vegetable oil (may contain coconut, soybean, sunflower, palm and/or canola), sugar, corn syrup solids, instant coffee, sodium caseinate, salt, natural and artificial flavors, cocoa (processed with alkali), dipotassium phosphate, cornstarch, mono- and diglycerides, silicon dioxide, soy lecithin, artificial color, ""sucralose"".",0.976495325565338,"['corn syrup', 'instant coffee', 'vegetable oil', 'fat increase', 'trans fat', 'artificial flavor', 'no level', 'ingredient not', 'k cup']","['artificial flavor', 'corn syrup', 'fat increase', 'ingredient not', 'instant coffee', 'k cup', 'no level']",['trans fat increase'],[]
6,B005K4Q34S,6,0,18,12,0.43753389258544784,"['sweet', 'bad', 'review', 'taste', 'usually', 'sugar', 'tooth', 'way', 'kind', 'fake']","it has that super sweet fake marshmallow in cereal taste. it is not great for coffe, but kids would probably love it. i was hoping to actually taste the hazelnut. all you taste is sweetness. it is an overload of the taste buds in all the worst ways. day one was okay, then progressively it gets worse and worse until now i feel like i have to write a review about it and i do not usually write reviews.",0.6650992035865784,"['diet soda', 'gas station', 'hydrogenate oil', 'additional milk', 'additional sugar', 'christmas gift', 'k cup', 'milk sugar', 'write review', 'grove square']","['coffee not', 'k cup', 'milk sugar', 'additional milk', 'additional sugar', 'bad feel', 'christmas gift', 'coffee sweet']","['progressively get bad', 'additional milk need', 'additional milk sugar', 'additional sugar need', 'no additional milk', 'no additional sugar', 'milk sugar need', 'get bad feel', 'no milk sugar', 'bad feel like']","['additional sugar need', 'bad feel like', 'bearing coffee taste', 'coffee taste excellent', 'get bad feel', 'k cup not', 'milk sugar need', 'no additional milk']"
7,B005K4Q34S,7,1,18,22,0.41061196011732254,"['change', 'good', 'price', 'tasting', 'buy', 'bit', 'one', 'convenient', 'wish', 'box']",the box had been opened before and was taped with scotch tape several of the kcups were leaking into the box and had to be tossed that is the first time that has happened but i was very disappointed.,0.9388880729675292,"['hot chocolate', 'others one', 'get rid', 'mix regular', 'regular k', 'rid mix', 'sickenly sweet', 'tasting rid', 'box regular', 'rid box']","['coffee cup', 'coffee like', 'not buy', 'sugar artificial', 'taste like', 'artificial get', 'artificial tasting', 'box mix']","['many others one', 'rid mix regular', 'rid box regular', 'get rid mix', 'mix regular k', 'tasting get rid', 'artificial get rid', 'box mix regular', 'get rid box', 'rid box mix']","['artificial tasting get', 'artificial tasting rid', 'box mix regular', 'buy box grove', 'coffee k cup', 'coffee taste like', 'ever buy box', 'get box mix']"
8,B005K4Q34S,8,8,20,11,0.363284638141563,"['taste', 'one', 'would', 'artificial', 'recommend', 'know', 'get', 'box', 'people', 'like']","in two words...awful and artificial.  i did not find any place i could find out what the ingredients were in this until after i got it and it tasted so weird.  i know, i should have checked it out first, but i did not even suspect artificial ingredients would be a concern.  anyway, it is non returnable but amazon did refund my money for this because to us, it is not fit for consumption.",0.97042977809906,"['ammount sweetness', 'everyone especially', 'hydrogenate oil', 'old roll', 'perfect ammount', 'perfect sweetness', 'reviwers mention', 'run decide', 'sweetner reviwers', 'caramel flavor']","['not taste', 'french vanilla', 'like coffee', 'would recommend', 'absolutely love', 'artificial sweetener', 'grove square', 'normally not']","['perfect ammount sweetness', 'sweetner reviwers mention', 'highly everyone especially', 'everyone especially normally', 'run sample decide', 'everyone especially people', 'reviwers mention drink', 'day old roll', 'recommend everyone especially', 'mention drink every']","['absolutely love get', 'absolutely love run', 'absolutely love sample', 'absolutely love sister', 'absolutely run sample', 'absolutely sister get', 'ammount not find', 'ammount sweetness find']"
9,B005K4Q34S,9,6,19,11,0.3568458542982394,"['make', 'use', 'buy', 'keurig', 'sweet', 'would', 'like', 'taste', 'drink', 'cannot']","first of all, tasted pretty good.  but, contacted a few keurig k-cup authorized on-line  sellers and was told by all that grove square are not approved by keurig and using them will void the warranty on your brewer. was told they are a ""pirated"" product.  upon inspection, i discovered that the content are powdered milk, sugar, artificial flavors and instant coffee!  not even real coffee. not sure if i will buy again but does taste like cafe vienna instant coffee products with the convenience of keurig. all authorized on-line sellers cannot carry them due to contracts with keurig. guess, buy at your own risk.",0.9830242991447448,"['next time', 'grove square', 'authorize line', 'authorize seller', 'reason star', 'line seller', 'waste money', 'also love', 'husband make', 'hot chocolate']","['would recommend', 'drink not', 'grove square', 'instant coffee', 'k cup', 'love cappuccino', 'not enough', 'not like']","['authorize line seller', 'also love cafe', 'love cafe escape', 'use ask wrong', 'husband make big', 'recommend also love', 'grove square cappuccino', 'make big regular', 'cup husband make', 'not use ask']","['cappuccino not use', 'coffee not buy', 'cup husband make', 'grove square cappuccino', 'husband make big', 'love cafe escape', 'make big regular', 'not real coffee']"
10,B005K4Q34S,10,57,190,41,0.31711521191027453,"['like', 'taste', 'cappuccino', 'k', 'get', 'good', 'buy', 'station', 'one', 'instant']",this is the first coffee i tried when i got my keurig.  i was so disappointed in the flavor; tasted like plastic (like drinking bottled water that was left in a hot car).  i thought maybe i had not cleaned the keurig enough so i put through more water and brewed another cup...same horrible taste.  i would not recommend this brand to anyone.,0.9713537096977234,"['apple cider', 'corn solid', 'defeat purpose', 'swiss etc', 'dark roast', 'packet swiss', 'special cleaning', 'gloria jean', 'partially vegetable', 'sam club']","['taste like', 'instant coffee', 'french vanilla', 'coffee not', 'not coffee', 'cup coffee', 'coffee like', 'station cappuccino']","['cal fat sat', 'fat sat carb', 'packet swiss etc', 'corn syrup solid', 'swiss miss etc', 'half mixture perfection', 'packet miss etc', 'packet swiss miss', 'international packet swiss', 'partially hydrogenate vegetable']","['get gas station', 'gas station machine', 'k cup coffee', 'cappuccino gas station', 'french vanilla cappuccino', 'coffee k cup', 'not coffee drinker', 'like gas cappuccino']"
11,B005K4Q34S,11,38,135,43,0.3130179881527765,"['great', 'love', 'cappuccino', 'price', 'taste', 'grove', 'square', 'k', 'good', 'like']","i ordered the grove square cappuccino cups, hazelnut.  the price was right, so i figured why not.  i prepared a cup & had to run out, so i took it with me, i took a few sips & it was really yummy. i had to run in for a short meeting & left the cup in the car.  it was a cool day & when i got back to the car, my coffee was cold. i picked it up & took a sip, i was pleasantly surprise at the creamy cold taste, it was fabulous.  so now i drink it cold & hot. very satisfied with the taste & creamines. so glad i tried it.  thanks amazon.  sylvia lorenzano",0.98090261220932,"['co worker', 'food international', 'general food', 'general international', 'hydrogenate oil', 'slimy green', 'single serve', 'wal mart', 'apple cider', 'careful drip']","['french vanilla', 'great price', 'vanilla cappuccino', 'taste great', 'french cappuccino', 'great taste', 'cappuccino cup', 'square cappuccino']","['general food international', 'grow slimy green', 'careful drip grow', 'job especially umm', 'shipping careful drip', 'month mean point', 'something slimy green', 'caramel apple cider', 'able switch time', 'drip grow something']","['cappuccino k cup', 'grove square great', 'k cup coffee', 'k cup great', 'coffee k cup', 'grove square cup', 'grove square french', 'love k cup']"
0,B0013A0QXC,0,0,0,12,0.7123548459625795,"['also', 'wonderful', 'favorite', 'convenience', 'instead', 'though', 'nothing', 'pad', 'bring', 'mug']",none,,[],[],[],[]
1,B0013A0QXC,1,0,2,6,0.6137123550153103,"['package', 'point', 'back', 'truly', 'flavour', 'colombian', 'popular', 'except', 'sensor', 'average']","the coffee had a deep flavor and was pretty good, but definitely not your neighborhood coffee shop espresso.it will do in a pinch.",0.417389303445816,[],[],[],[]
2,B0013A0QXC,2,1,3,17,0.4164058445466564,"['get', 'love', 'pod', 'every', 'morning', 'look', 'drink', 'favorite', 'save', 'make']",i love getting my pods via amazon through the club plan.  this saves me money and i get to drink my favorite coffee every morning.  this coffee tastes wonderful and also foams which makes it look elegant.,0.8692632913589478,"['senseo coffee', 'love coffee', 'love love', 'love get', 'coffee love']","['coffee love', 'love get', 'senseo coffee']","['love coffee best', 'love love coffee', 'love coffee love']",['love coffee love']
3,B0013A0QXC,3,201,219,38,0.39827737250848555,"['pod', 'cup', 'good', 'use', 'roast', 'like', 'one', 'taste', 'flavor', 'blend']","okay, so i like a strong cup of coffee.  i tried the senseo dark roast and it was very good -- bold, but smooth taste.  the breakfast blend was really weak and tasted a little bit like wet cardboard or, as the peanuts comic once said, like hot water with a brown crayon in it that needed more crayon.  i even used two pods for the smaller cup of coffee and it was still way too wimpy for me.  it still had the nice crema layer, it just had no taste.  i realize everyone has different coffee preferences.  but for someone who likes a stronger, more espresso-like coffee, i would tell them to steer clear of this roast.",0.9860907196998596,"['egg nog', 'fair trade', 'reunion island', 'wolfgang puck', 'fair organic', 'fratello halo', 'fully seal', 'grindmaster opod', 'trade organic', 'sara lee']","['coffee pod', 'cup coffee', 'coffee maker', 'senseo pod', 'coffee not', 'use pod', 'coffee senseo', 'good coffee']","['fair trade organic', 'powder splash half', 'pull filter tray', 'hope list helpful', 'cool keurig slow', 'splash half sugar', 'heat milk microwave', 'four star rating', 'europe bring suitcase', 'fourth fifth one']","['senseo coffee pod', 'dark roast pod', 'dark roast coffee', 'senseo roast coffee', 'make cup coffee', 'coffee dark roast', 'roast coffee pod', 'senseo coffee machine']"
4,B0013A0QXC,4,1,0,8,0.35162612964590245,"['cup', 'rich', 'make', 'maker', 'morning', 'dark', 'froth', 'cream', 'sip', 'relaxed']","dark rich coffee between your lips, sipping slowly..................aah! my senseo coffee in my senseo coffee maker , frothing the cream in the cup makes me so relaxed, but energized in the morning!",0.9444199204444884,['senseo coffee'],[],[],[]
5,B0013A0QXC,5,51,64,42,0.35063331004402853,"['amazon', 'price', 'store', 'order', 'pod', 'find', 'buy', 'purchase', 'year', 'local']","i have not been happy with my order. i love this senseo coffee but cannot find the sumatra flavour in the stores. my first order was disappointing.apart from two of the bags, every bag had one pod with a tear in it making it unusable. the other two bags... one had no torn pods and the other had two torn pods. so i am averaging one unusable pod per bag which bumps up the cost of the coffee. i find this unacceptable but will see how the second order pans out as i have already received it.if i have the same problem i will cancel future orders and buy my coffee elsewhere.",0.9838606119155884,"['brick mortar', 'froth top', 'urgently review', 'worry run', 'sara lee', 'wal mart', 'never brick', 'reassess euro', 'post office', 'coupon print']","['coffee pod', 'dark roast', 'grocery store', 'local store', 'coffee maker', 'coffee amazon', 'love coffee', 'find store']","['never brick mortar', 'reassess drop euro', 'reassess euro euro', 'coupon target print', 'even coupon print', 'wal mart target', 'need urgently review', 'coupon print two', 'current september per', 'urgently review subscription']","['senseo coffee maker', 'local grocery store', 'dark roast pod', 'dark roast senseo', 'love senseo coffee', 'buy senseo coffee', 'dark roast coffee', 'get hard find']"
0,B000NMJWZO,0,0,1,1,0.6214610111336254,"['surprise', 'include', 'rise', 'important', 'less', 'pricey', 'imagine', 'accurate', 'else', 'amount']",this mix makes anything you can think of!  i cannot imagine living gluten-free without it.  do not hesitate to give it a try!,0.3747354149818421,[],[],[],[]
1,B000NMJWZO,1,0,1,7,0.568175179676068,"['sugar', 'prefer', 'mixed', 'pure', 'live', 'thank', 'celiacs', 'read', 'bit', 'soon']","this pamela's ultimate baking and pancake mix is just wonderful.  normally i believe pancakes are inferior to other breakfast foods such as waffles, hashbrowns and even cereal, but this particular type of pancake mix is right on the money and tastes delicious.  i strongly recommend it for all pancake lovers and haters!  you will not be hating pancakes after trying this delicious stuff!  if you still desire a hatred towards pancakes after a full belly at the breakfast table you must be completely out of your gourd!",0.4992867410182953,['pancake mix'],[],[],[]
2,B000NMJWZO,2,351,173,11,0.5307513543937075,"['use', 'pamela', 'recipe', 'good', 'great', 'love', 'flour', 'like', 'try', 'bread']","i have been on a gluten-free diet for the past 2 months.  most of my cooking has been from scratch so i love this mix as i use my same recipes and do not even altar them at all.  i use this mix for my favorite roll and cut biscuits.  my favorite muffin recipe is the one on the back of the sack which is pamela's sour cream coffee cake.  i use muffin tins and do not use the glaze.  this cinnamon and raisin filling is good but i also leave this filling out sometimes and add chocolate chips or blueberries for variety.  i also found a pie crust recipe on the internet that uses almond flour and brown rice flour.  i use pamela's for the brown rice flour and it was great for our pecan pie at thanksgiving.  at christmas, i will put foil over the crust as it browned too much before the pie was done.",0.988559901714325,"['albuquerque thankyou', 'chi soooo', 'betty crocker', 'room temp', 'senior citizen', 'steam collect', 'agave nectar', 'criss cross', 'culture natural', 'fall apart']","['baking mix', 'make pancake', 'mix make', 'free mix', 'bake mix', 'pamela mix', 'use mix', 'pancake waffle']","['negative manner search', 'yum yum debate', 'potato grainless aluminum', 'scoop dough onto', 'bob red mill', 'manner search various', 'starch grainless aluminum', 'yum debate autism', 'coat beef stew', 'potato starch grainless']","['pamela baking pancake', 'pamela pancake mix', 'best gluten free', 'gluten free diet', 'gluten free pancake', 'bisquick bisquick bisquick', 'chocolate chip cooky', 'pamela bake mix']"
3,B000NMJWZO,3,2,4,9,0.5261001389658843,"['pamela', 'bag', 'even', 'bake', 'cooky', 'one', 'gum', 'xanthan', 'worth', 'baking']","do not even bother with other gluten-free baking mixes - this one's the best!  why i love it:  1) excellent taste.  i have experimented with other gluten-free mixes and there is usually something ""off"".  i even tried one that had a strange, subtle metallic flavor.  i have fooled gluten eaters with pamela's - they could not differentiate from gluten pastries.  2) anyone who is ever had to bake for a gluten-free diet knows the annoyance of procuring and figuring out xanthan gum.  in pamela's case, the xanthan gum's already included in the mix, so there is one less thing to worry about.  i tried baking cookies without pamela's mix and forgot the xanthan gum.  surprise, surprise, my cookies did not rise.  so this is important.  3) versatility.  so far, i have made pancakes, scones, crepes, chocolate chip cookies, pizza crust and cakes with pamela's.  the range of what you can make with this mix is amazing.  any time i have to create a gluten-free version of an old favorite food, i can probably create something using pamela's.  4) for what it is worth, the recipe ideas on the back of the bag are very helpful - and accurate.  i have gotten so annoyed by inaccurate recipes on food packages.  by contrast, i have found the ingredient amounts on the bag of the mix bag to be good.  as with most gluten-free prepared mixes, pamela's is a little pricey.  even with this discounted deal of 3 bags, you are still paying nearly $15 a bag.  but the bags themselves are pretty big - it takes me weeks to go through 1 bag, but i am an amateur baker.  if you are a professional or you bake more often than the average person, your needs will of course be different.  also, the sheer quality makes the price worth it.  i cannot imagine baking with anything else now.",0.8199226856231691,"['chocolate chip', 'gum surprise', 'quit try', 'xanthan gum', 'surprise cooky', 'make scone', 'chip cooky', 'chocolate cooky', 'try find', 'try try']","['chocolate chip', 'mix best', 'not gluten', 'try try', 'xanthan gum', 'baking mix', 'chip cooky', 'chocolate cooky']","['beat quit try', 'try find replacement', 'xanthan gum surprise', 'quit try try', 'gum surprise cooky', 'chocolate chip cooky', 'surprise cooky not', 'try try find', 'gluten free diet', 'far gluten free']","['try try find', 'beat quit try', 'chocolate chip cooky', 'far gluten free', 'gluten free bake', 'gluten free baking', 'gluten free diet', 'gum surprise cooky']"
4,B000NMJWZO,4,0,2,15,0.4079875033789344,"['different', 'old', 'ingredient', 'version', 'big', 'strange', 'figure', 'worry', 'baker', 'food']","personally, i prefer the gluten free products from bob's red mill. this one did not taste as good or as fresh. i will stick with bob's.",0.4427621066570282,[],[],[],[]
5,B000NMJWZO,5,1,7,12,0.32844254131189354,"['say', 'flavor', 'sweet', 'try', 'best', 'real', 'absolutely', 'add', 'excellent', 'quite']","before i say anything, i should let you know that this is the very first pre-mixed gluten free flour i have tried. with that said, this mix makes absolutely delicious pancakes that are best enjoyed with real, pure maple syrup. in fact, i quite prefer the pancakes from this mix to those containing gluten. my only complaint is that when i bake with them, the sweet flavor of the mix can be a bit overpowering. if you adjust the amount of sugar added, this becomes less of an issue. overall, this is an excellent mix!",0.8713437914848328,"['bunch ingredient', 'lodge griddle', 'lodge logic', 'logic griddle', 'maple syrup', 'real maple', 'add bunch', 'add ingredient', 'flour say', 'gluten free']","['best pancake', 'bunch ingredient', 'flour say', 'gluten free', 'lodge griddle', 'lodge logic', 'logic griddle', 'maple syrup']","['lodge logic griddle', 'real maple syrup', 'add bunch ingredient', 'best pancake ever']","['lodge logic griddle', 'real maple syrup']"
0,B000KV61FC,0,0,0,3,0.7024080960676234,"['people', 'buddy', 'dangerous', 'result', 'pass', 'fit', 'normal', 'brand', 'maybe', 'shepherd']",none,,[],[],[],[]
1,B000KV61FC,1,2,3,11,0.5755672397231756,"['purple', 'etc', 'probably', 'pull', 'waste', 'two', 'review', 'without', 'bore', 'worry']",my min-pin shows absolutely no interest in this item. he is usually very receptive to anything that dispenses treats.,0.9181697964668274,"['jug plastic', 'two dog', 'plastic rope', 'jug rope', 'dog toy', 'toy not', 'not rope']","['jug plastic', 'jug rope', 'not rope', 'toy not', 'two dog']",['jug plastic rope'],[]
2,B000KV61FC,2,0,0,1,0.5627639886174389,"['supervise', 'extremely', 'disappoint', 'cause', 'chase', 'n', 'carpeted', 'brittle', 'delight', 'bare']",none,,[],[],[],[]
3,B000KV61FC,3,1,5,15,0.5286693994748863,"['rope', 'work', 'get', 'really', 'chew', 'treat', 'day', 'last', 'still', 'play']","my dog really enjoyed this. she spent hours trying to get the treats out. but in the first 10 minutes she chewed the plastic 'rope' in half out of frustration. so now the toy does not work as intended, but still i put her dog food in there since i know she will be able to get it out pretty easily, it will just take more work than the bowl. this is a really great toy, just wish the rope would have lasted a day. so be sure to supervise play before you leave your dog with this one.",0.9536582827568054,"['put food', 'abandon one', 'hour get', 'rope would', 'chew rope', 'dog enjoy', 'toy not', 'one play']","['dog enjoy', 'hour get', 'one play', 'put food', 'rope would', 'toy not']","['abandon one play', 'one play quite', 'toy abandon one']",['toy abandon one']
4,B000KV61FC,4,1,0,0,0.511418234987112,"['jar', 'puzzle', 'base', 'touch', 'often', 'pound', 'barely', 'unless', 'afraid', 'tip']",this  is  too big  for dogs  under  15 pounds and  has  not  proven effective for us,0.849992573261261,[],[],[],[]
5,B000KV61FC,5,0,1,2,0.5060115124805916,"['container', 'change', 'block', 'cord', 'size', 'otherwise', 'stop', 'walk', 'enjoy', 'receive']","our dog chewed through ate the vanilla infused rope.  ropes do not show on x-rays and ultra sound.  the dog was vomiting up to 15 times a day.  day 3 - our dog could not walk any more. luckily our vet convinced us to do exploratory surgery and found the rope knot in our dog's intestines.  it is a very hard knot that will tear the intestines.  if not for this surgery, our dog would had died from the obstruction.",0.5744710564613342,"['time day', 'infuse rope', 'knot intestine', 'rope not', 'day dog']","['knot intestine', 'rope not', 'time day']","['vomit time day', 'vanilla infuse rope', 'infuse rope not', 'rope not show', 'day dog could', 'time day dog']","['rope not show', 'time day dog', 'vanilla infuse rope', 'vomit time day']"
6,B000KV61FC,6,0,0,4,0.4334203511871242,"['rough', 'wood', 'beagle', 'soft', 'pay', 'prefer', 'disappointed', 'spike', 'else', 'cotton']",none,,[],[],[],[]
7,B000KV61FC,7,0,0,0,0.3993962558466778,"['maybe', 'render', 'strategy', 'fragile', 'fly', 'release', 'useless', 'siberian', 'construction', 'kick']",none,,[],[],[],[]
8,B000KV61FC,8,0,0,1,0.39410123663117747,"['lid', 'proof', 'finish', 'gulp', 'breakfast', 'somewhat', 'breed', 'loose', 'bullet', 'short']",none,,[],[],[],[]
9,B000KV61FC,9,341,202,4,0.35426764649374504,"['get', 'treat', 'rope', 'food', 'jug', 'one', 'love', 'bottle', 'keep', 'would']","we bought this for our 5 month old lab to keep her from inhaling her dinner in 5 seconds flat. we have now purchased 2 more as gifts for other dog owners.  it took our dog a day and a half to figure this toy out. at first she barked at it since she was frustrated that she could see and smell her kibble but could not get to it. after a few happy mistakes with pawing at it and watching us pull the rope, she caught on. now it takes her 20 minutes to eat her 1.5 cups of kibble inside.  great features: - durable and easy to wash nalgene type material - ""rope"" is actually a flexible rubber stick, making washing/sanitizing easy - screw-off bottom makes loading up the toy simple - translucent bottle so you can see how much kibble is left - can hold all sorts of sizes of kibble  challenging feature: - it can sometimes take a few tries to get the bottom screwed back on b/c the threads are narrow. but, then again the bottom has never fallen off and the dog cannot figure out how to unscrew the bottom.  we had tried other 'treat balls' in the past, but found that they could not hold enough kibble to keep the activity going for very long. other treat ball products were either to big or small for our dog's kibble, making getting the food out either way too easy (it fell right out) or too hard (it took a human with thumbs to get it out). finally, the other treat balls were a solid rubber which meant in order to know if anything was left you had to pick it up and shake it. these were the kinds that we impossible to clean as well.  we highly recommend this product. so does roxxee, our dog, who still finds eating to be a fun activity.",0.9939593672752379,"['driveway bye', 'gon na', 'gracie annie', 'patio deck', 'helpful hint', 'nubby football', 'phone client', 'separation anxiety', 'shih tzu', 'cream cheese']","['get food', 'dog not', 'toy dog', 'keep busy', 'love toy', 'toy not', 'chew rope', 'dog love']","['onto driveway bye', 'carpet fuzzies taj', 'zuke mini bakes', 'tends dribble try', 'bullet proof material', 'hound follow nose', 'moment peace work', 'ping pong ball', 'jack russell terrier', 'sign wear tear']","['could not get', 'get treat not', 'can not get', 'great toy dog', 'not get treat', 'treat dispense toy', 'figure get treat', 'toy keep busy']"
0,B001EO5Q64,0,126,146,53,0.5426867656640615,"['coconut', 'love', 'great', 'one', 'get', 'cook', 'like', 'skin', 'jar', 'try']","nutiva's brand of organic ev hexane-free coconut oil is awesome. first, i admit it is the first and only one i have tried, but after reading scores of reviews and my holistic health practitioner suggesting i take in 2 tbsp. a day, i wanted the best. and at amazon, you get the best prices, especially with subscribe & save (how great is that?)!  when i opened the jar the very first time, i was amazed at the deliciously fresh coconut aroma. it is intoxicating! i do like coconut, so that helps. but it took me a while to get up the nerve to heat it up and pour it into my frozen fruit smoothie (frozen banana, strawberries, blueberries, juice). i thought somehow it had solidify back up and i would get big chunk-o-fat globules in my shake. not at all!  when i heated it up on the stove so that it had liquify, the scent was of toasted coconut (mmmm, so yummy), so i thought it had taste great in my smoothie. what surprised me was that it added no taste at all. i am now using it every day, as suggested.  then it took me a while to try frying with it because i figured it had impart mild coconut flavor to my savory dishes (potatoes, chicken, eggs), which i would not want. but i just tried it over the past two days, a little with scrambled eggs and a lot with searing boneless breasts of chicken (which were finished in the oven on a tray coated with more coconut oil). i tasted zero coconut flavor in any of it! i am so psyched about this! so now i will be using organic olive oil for dressings and other raw applications and coconut oil with nearly everything else.  also, i read that the plastic tubs it comes in are bpa-free...fabulous! have not tried baking with it yet, but i did use it on my very chapped hands, and it was great. smells like ole hawaiian tropic!!! i love that beach smell!  i highly and enthusiastically recommend nutiva coconut oil...it is awesome!!!!",0.9945440888404846,"['ohhh la', 'indeed winner', 'african american', 'completely third', 'layer itch', 'lip balm', 'saut eacute', 'chia seed', 'head toe', 'pleasantly surprised']","['use coconut', 'oil use', 'use hair', 'extra virgin', 'love coconut', 'also use', 'oil not', 'use cook']","['shave ohhh la', 'draw line draw', 'flaky foot peel', 'person draw line', 'drastic improvement may', 'go bing ehow', 'bubble wrap bag', 'la no razor', 'ohhh la no', 'indeed winner body']","['virgin coconut oil', 'extra virgin coconut', 'extra coconut oil', 'extra virgin oil', 'love coconut oil', 'coconut oil not', 'organic extra virgin', 'organic coconut oil']"
1,B001EO5Q64,1,5,20,13,0.5312013876092397,"['hair', 'skin', 'work', 'coconut', 'dry', 'soft', 'rash', 'leave', 'tub', 'also']","the coconut oil's aroma when i put it on toast or rice is just heavenly. the taste is amazingly good too! since it came in two tubs, i have one in the kitchen for consumption and the other one in my bathroom for my hair since i researched and found that coconut oil is supposed to be good for natural hair. my mane is definitely softer to touch although it is typically not course or difficult to manage. i just got it last week so will see how it goes. the hot oil treatment with coconut oil is next on my to-do list. careful when you use it on hair though, when i do not wrap my hair, i wake up with zits (prolly from the oil on my pillow). some say it works to relieve acne, some say it causes acne. i blame it for the acne i have since i had been acne free for weeks until i applied the coconut oil on my hair.  overrall, i will be a regular buyer of this product.",0.988143801689148,"['boo fan', 'bruise boo', 'extra virgin', 'tea tree', 'extra olive', 'son cloth', 'virgin olive', 'overly long', 'room temp', 'price quality']","['use oil', 'use coconut', 'use skin', 'hair skin', 'hair soft', 'oil oil', 'also use', 'cooking not']","['bruise boo fan', 'cut bruise boo', 'linger overly long', 'worth price quality', 'extra virgin olive', 'long enough enjoy', 'boo fan love', 'overly long enough', 'solid room temp', 'continue buy primarily']","['coconut oil oil', 'use hair skin', 'coconut oil cooking', 'coconut oil great', 'hair soft shiny', 'leave hair soft', 'not try yet', 'oil coconut oil']"
2,B001EO5Q64,2,7,18,25,0.494387953065182,"['hair', 'skin', 'soft', 'dry', 'body', 'leave', 'moisturizer', 'cooking', 'conditioner', 'work']","i am now a confirmed addict of this stuff. if i run out, i start craving it. popcorn is just not the same without melted coconut oil and sprinkling of coarse sea salt. cannot be morre specific than to say that my body 'feels' better--joints, mobility, sense of well being since i started consumming it regularly. the scent of it is intoxicating as well. i for one do not need a scientific ""paper"" to tell me what my body needs and responds well to.",0.9788228869438172,"['healing property', 'seborrheic dermatitis', 'lauric acid', 'walk around', 'within minute', 'treatment sometimes', 'can believe', 'sooo nice', 'bit frizzy', 'day wear']","['use hair', 'use oil', 'also use', 'skin hair', 'hair use', 'make hair', 'hair make', 'lip balm']","['treatment sometimes put', 'way well sking', 'put one kitchen', 'face look way', 'can not believe', 'skin seborrheic dermatitis', 'look way well', 'hot oil treatment', 'use lip balm', 'benefit coconut oil']","['hair make hair', 'use coconut oil', 'awesome not use', 'awesome use hair', 'benefit coconut oil', 'can not believe', 'coconut oil cerave', 'coconut oil flake']"
3,B001EO5Q64,3,49,68,32,0.4902047919532125,"['coconut', 'smell', 'good', 'taste', 'great', 'make', 'like', 'cook', 'would', 'try']","at this point i have ordered this coconut oil several time and i feel confident that nutiva delivers a consistently excellent product. there is definitely some coconut taste due to the fact that it is a virgin product but that does not bother me at all. the taste and texture are alot more pleasant than other brands of coconut oil i have used in the past. i usually use it when making scrambled eggs or other assorted foods on the skillet. i can sometimes detect a little sweetness but i like it, especially with something salty. i have also used this oil to make chocolate truffles and baked goods and it has always come through like a champ. i highly recommend this as a great oil for any culinary purpose and i will definitely buy it again.",0.9846702218055724,"['chafing pump', 'african american', 'amish country', 'candida overgrowth', 'fit bill', 'head toe', 'paper towel', 'african woman', 'american woman', 'arm leg']","['oil use', 'also use', 'use coconut', 'use hair', 'like coconut', 'smell taste', 'use butter', 'coconut flavor']","['african american woman', 'wipe paper towel', 'no chafing pump', 'brush teeth white', 'evco brush teeth', 'um yes no', 'take hour soak', 'teeth white ever', 'evoo take hour', 'room temp tend']","['good coconut oil', 'virgin coconut oil', 'extra coconut oil', 'extra virgin coconut', 'extra virgin oil', 'go long way', 'little go long', 'love coconut oil']"
